"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inverseOf","supersedes","supersededBy","isPartOf"
"http://schema.org/abstract","abstract","An abstract is a short description that summarizes a <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/accountMinimumInflow","accountMinimumInflow","A minimum amount that has to be paid in every month.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","",""
"http://schema.org/accountOverdraftLimit","accountOverdraftLimit","An overdraft is an extension of credit from a lending institution when an account reaches zero. An overdraft allows the individual to continue withdrawing money even if the account has no funds in it. Basically the bank allows people to borrow a set amount of money.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","",""
"http://schema.org/actionableFeedbackPolicy","actionableFeedbackPolicy","For a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a> or other news-related <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a>, a statement about public engagement activities (for news media, the newsroom’s), including involving the public - digitally or otherwise -- in coverage decisions, reporting and activities after publication.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/appearance","appearance","Indicates an occurence of a <a class=""localLink"" href=""http://schema.org/Claim"">Claim</a> in some <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>.","http://schema.org/workExample","","","http://schema.org/Claim","http://schema.org/CreativeWork","","",""
"http://schema.org/applicantLocationRequirements","applicantLocationRequirements","The location(s) applicants can apply from. This is usually used for telecommuting jobs where the applicant does not need to be in a physical office. Note: This should not be used for citizenship or work visa requirements.","","","","http://schema.org/JobPosting","http://schema.org/AdministrativeArea","","",""
"http://schema.org/archiveHeld","archiveHeld","Collection, <a href=""https://en.wikipedia.org/wiki/Fonds"">fonds</a>, or item held, kept or maintained by an <a class=""localLink"" href=""http://schema.org/ArchiveOrganization"">ArchiveOrganization</a>.","","","","http://schema.org/ArchiveOrganization","http://schema.org/ArchiveComponent","http://schema.org/holdingArchive","",""
"http://schema.org/backstory","backstory","For an <a class=""localLink"" href=""http://schema.org/Article"">Article</a>, typically a <a class=""localLink"" href=""http://schema.org/NewsArticle"">NewsArticle</a>, the backstory property provides a textual summary giving a brief explanation of why and how an article was created. In a journalistic setting this could include information about reporting process, methods, interviews, data sources, etc.","","","","http://schema.org/Article","http://schema.org/CreativeWork, http://schema.org/Text","","",""
"http://schema.org/bankAccountType","bankAccountType","The type of a bank account.","","","","http://schema.org/BankAccount","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/beneficiaryBank","beneficiaryBank","A bank or bank’s branch, financial institution or international financial institution operating the beneficiary’s bank account or releasing funds for the beneficiary","","","","http://schema.org/MoneyTransfer","http://schema.org/BankOrCreditUnion, http://schema.org/Text","","",""
"http://schema.org/benefitsSummaryUrl","benefitsSummaryUrl","The URL that goes directly to the summary of benefits and coverage for the specific standard plan or plan variation.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/URL","","",""
"http://schema.org/broadcastSignalModulation","broadcastSignalModulation","The modulation (e.g. FM, AM, etc) used by a particular broadcast service","","","","http://schema.org/BroadcastFrequencySpecification","http://schema.org/QualitativeValue, http://schema.org/Text","","",""
"http://schema.org/broadcastSubChannel","broadcastSubChannel","The subchannel used for the broadcast.","","","","http://schema.org/BroadcastFrequencySpecification","http://schema.org/Text","","",""
"http://schema.org/byDay","byDay","Defines the day(s) of the week on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place","","","","http://schema.org/Schedule","http://schema.org/DayOfWeek","","",""
"http://schema.org/byMonth","byMonth","Defines the month(s) of the year on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place. Specified as an <a class=""localLink"" href=""http://schema.org/Integer"">Integer</a> between 1-12. January is 1.","","","","http://schema.org/Schedule","http://schema.org/Integer","","",""
"http://schema.org/byMonthDay","byMonthDay","Defines the day(s) of the month on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place. Specified as an <a class=""localLink"" href=""http://schema.org/Integer"">Integer</a> between 1-31.","","","","http://schema.org/Schedule","http://schema.org/Integer","","",""
"http://schema.org/callSign","callSign","The official callsign for the radio broadcast.","","","","http://schema.org/RadioBroadcastService","http://schema.org/Text","","",""
"http://schema.org/cashBack","cashBack","A cardholder benefit that pays the cardholder a small percentage of their net expenditures.","","","","http://schema.org/PaymentCard","http://schema.org/Boolean, http://schema.org/Number","","",""
"http://schema.org/codeValue","codeValue","A short textual code that uniquely identifies the value.","http://schema.org/termCode","","","http://schema.org/CategoryCode, http://schema.org/MedicalCode","http://schema.org/Text","","",""
"http://schema.org/collectionSize","collectionSize","The number of items in the <a class=""localLink"" href=""http://schema.org/Collection"">Collection</a>.","","","","http://schema.org/Collection","http://schema.org/Integer","","",""
"http://schema.org/competencyRequired","competencyRequired","Knowledge, skill, ability or personal attribute that must be demonstrated by a person or other entity.","","","","http://schema.org/EducationalOccupationalCredential","http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/conditionsOfAccess","conditionsOfAccess","Conditions that affect the availability of, or method(s) of access to, an item. Typically used for real world items such as an <a class=""localLink"" href=""http://schema.org/ArchiveComponent"">ArchiveComponent</a> held by an <a class=""localLink"" href=""http://schema.org/ArchiveOrganization"">ArchiveOrganization</a>. This property is not suitable for use as a general Web access control mechanism. It is expressed only in natural language.<br/><br/><br/><br/>For example ""Available by appointment from the Reading Room"" or ""Accessible only from logged-in accounts "".","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/constrainingProperty","constrainingProperty","Indicates a property used as a constraint to define a <a class=""localLink"" href=""http://schema.org/StatisticalPopulation"">StatisticalPopulation</a> with respect to the set of entities  corresponding to an indicated type (via <a class=""localLink"" href=""http://schema.org/populationType"">populationType</a>).","","","","http://schema.org/StatisticalPopulation","http://schema.org/Integer","","",""
"http://schema.org/contactlessPayment","contactlessPayment","A secure method for consumers to purchase products or services via debit, credit or smartcards by using RFID or NFC technology.","","","","http://schema.org/PaymentCard","http://schema.org/Boolean","","",""
"http://schema.org/contentReferenceTime","contentReferenceTime","The specific time described by a creative work, for works (e.g. articles, video objects etc.) that emphasise a particular moment within an Event.","","","","http://schema.org/CreativeWork","http://schema.org/DateTime","","",""
"http://schema.org/correction","correction","Indicates a correction to a <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>, either via a <a class=""localLink"" href=""http://schema.org/CorrectionComment"">CorrectionComment</a>, textually or in another document.","","","","http://schema.org/CreativeWork","http://schema.org/CorrectionComment, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/correctionsPolicy","correctionsPolicy","For an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> (e.g. <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>), a statement describing (in news media, the newsroom’s) disclosure and correction policy for errors.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/courseWorkload","courseWorkload","The amount of work expected of students taking the course, often provided as a figure per week or per month, and may be broken down by type. For example, ""2 hours of lectures, 1 hour of lab work and 3 hours of independent study per week"".","","","","http://schema.org/CourseInstance","http://schema.org/Text","","",""
"http://schema.org/creativeWorkStatus","creativeWorkStatus","The status of a creative work in terms of its stage in a lifecycle. Example terms include Incomplete, Draft, Published, Obsolete. Some organizations define a set of terms for the stages of their publication lifecycle.","","","","http://schema.org/CreativeWork","http://schema.org/DefinedTerm, http://schema.org/Text","","",""
"http://schema.org/credentialCategory","credentialCategory","The category or type of credential being described, for example ""degree”, “certificate”, “badge”, or more specific term.","","","","http://schema.org/EducationalOccupationalCredential","http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/currentExchangeRate","currentExchangeRate","The current price of a currency.","","","","http://schema.org/ExchangeRateSpecification","http://schema.org/UnitPriceSpecification","","",""
"http://schema.org/diversityPolicy","diversityPolicy","Statement on diversity policy by an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> e.g. a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>. For a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>, a statement describing the newsroom’s diversity policy on both staffing and sources, typically providing staffing data.","","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/diversityStaffingReport","diversityStaffingReport","For an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> (often but not necessarily a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>), a report on staffing diversity issues. In a news context this might be for example ASNE or RTDNA (US) reports, or self-reported.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/Article, http://schema.org/URL","","",""
"http://schema.org/documentation","documentation","Further documentation describing the Web API in more detail.","","","","http://schema.org/WebAPI","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/domiciledMortgage","domiciledMortgage","Whether borrower is a resident of the jurisdiction where the property is located.","","","","http://schema.org/MortgageLoan","http://schema.org/Boolean","","",""
"http://schema.org/downPayment","downPayment","a type of payment made in cash during the onset of the purchase of an expensive good/service. The payment typically represents only a percentage of the full purchase price.","","","","http://schema.org/RepaymentSpecification","http://schema.org/MonetaryAmount, http://schema.org/Number","","",""
"http://schema.org/earlyPrepaymentPenalty","earlyPrepaymentPenalty","The amount to be paid as a penalty in the event of early payment of the loan.","","","","http://schema.org/RepaymentSpecification","http://schema.org/MonetaryAmount","","",""
"http://schema.org/educationRequirements","educationRequirements","Educational background needed for the position or Occupation.","","","","http://schema.org/JobPosting, http://schema.org/Occupation","http://schema.org/EducationalOccupationalCredential, http://schema.org/Text","","",""
"http://schema.org/educationalLevel","educationalLevel","The level in terms of progression through an educational or training context. Examples of educational levels include 'beginner', 'intermediate' or 'advanced', and formal sets of level indicators.","","","","http://schema.org/EducationalOccupationalCredential","http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/employmentUnit","employmentUnit","Indicates the department, unit and/or facility where the employee reports and/or in which the job is to be performed.","","","","http://schema.org/JobPosting","http://schema.org/Organization","","",""
"http://schema.org/endOffset","endOffset","The end time of the clip expressed as the number of seconds from the beginning of the work.","","","","http://schema.org/Clip","http://schema.org/Number","","",""
"http://schema.org/ethicsPolicy","ethicsPolicy","Statement about ethics policy, e.g. of a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a> regarding journalistic and publishing practices, or of a <a class=""localLink"" href=""http://schema.org/Restaurant"">Restaurant</a>, a page describing food source policies. In the case of a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>, an ethicsPolicy is typically a statement describing the personal, organizational, and corporate standards of behavior expected by the organization.","","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/eventSchedule","eventSchedule","Associates an <a class=""localLink"" href=""http://schema.org/Event"">Event</a> with a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a>. There are circumstances where it is preferable to share a schedule for a series of      repeating events rather than data on the individual events themselves. For example, a website or application might prefer to publish a schedule for a weekly      gym class rather than provide data on every event. A schedule could be processed by applications to add forthcoming events to a calendar. An <a class=""localLink"" href=""http://schema.org/Event"">Event</a> that      is associated with a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a> using this property should not have <a class=""localLink"" href=""http://schema.org/startDate"">startDate</a> or <a class=""localLink"" href=""http://schema.org/endDate"">endDate</a> properties. These are instead defined within the associated      <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a>, this avoids any ambiguity for clients using the data. The propery might have repeated values to specify different schedules, e.g. for different months      or seasons.","","","","http://schema.org/Schedule","http://schema.org/Duration","","",""
"http://schema.org/exceptDate","exceptDate","Defines a <a class=""localLink"" href=""http://schema.org/Date"">Date</a> or <a class=""localLink"" href=""http://schema.org/DateTime"">DateTime</a> during which a scheduled <a class=""localLink"" href=""http://schema.org/Event"">Event</a> will not take place. The property allows exceptions to      a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a> to be specified. If an exception is specified as a <a class=""localLink"" href=""http://schema.org/DateTime"">DateTime</a> then only the event that would have started at that specific date and time      should be excluded from the schedule. If an exception is specified as a <a class=""localLink"" href=""http://schema.org/Date"">Date</a> then any event that is scheduled for that 24 hour period should be      excluded from the schedule. This allows a whole day to be excluded from the schedule without having to itemise every scheduled event.","","","","http://schema.org/Schedule","http://schema.org/Date, http://schema.org/DateTime","","",""
"http://schema.org/exchangeRateSpread","exchangeRateSpread","The difference between the price at which a broker or other intermediary buys and sells foreign currency.","","","","http://schema.org/ExchangeRateSpecification","http://schema.org/MonetaryAmount, http://schema.org/Number","","",""
"http://schema.org/firstAppearance","firstAppearance","Indicates the first known occurence of a <a class=""localLink"" href=""http://schema.org/Claim"">Claim</a> in some <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>.","http://schema.org/workExample","","","http://schema.org/Claim","http://schema.org/CreativeWork","","",""
"http://schema.org/floorLimit","floorLimit","A floor limit is the amount of money above which credit card transactions must be authorized.","","","","http://schema.org/PaymentCard","http://schema.org/MonetaryAmount","","",""
"http://schema.org/fundedItem","fundedItem","Indicates an item funded or sponsored through a <a class=""localLink"" href=""http://schema.org/Grant"">Grant</a>.","","","","http://schema.org/Grant","http://schema.org/Thing","","",""
"http://schema.org/gender","gender","Gender of something, typically a <a class=""localLink"" href=""http://schema.org/Person"">Person</a>, but possibly also fictional characters, animals, etc. While http://schema.org/Male and http://schema.org/Female may be used, text strings are also acceptable for people who do not identify as a binary gender. The <a class=""localLink"" href=""http://schema.org/gender"">gender</a> property can also be used in an extended sense to cover e.g. the gender of sports teams. As with the gender of individuals, we do not try to enumerate all possibilities. A mixed-gender <a class=""localLink"" href=""http://schema.org/SportsTeam"">SportsTeam</a> can be indicated with a text value of ""Mixed"".","","","","http://schema.org/Person, http://schema.org/SportsTeam","http://schema.org/GenderType, http://schema.org/Text","","",""
"http://schema.org/gracePeriod","gracePeriod","The period of time after any due date that the borrower has to fulfil its obligations before a default (failure to pay) is deemed to have occurred.","","","","http://schema.org/LoanOrCredit","http://schema.org/Duration","","",""
"http://schema.org/gtin","gtin","A Global Trade Item Number (<a href=""https://www.gs1.org/standards/id-keys/gtin"">GTIN</a>). GTINs identify trade items, including products and services, using numeric identification codes. The <a class=""localLink"" href=""http://schema.org/gtin"">gtin</a> property generalizes the earlier <a class=""localLink"" href=""http://schema.org/gtin8"">gtin8</a>, <a class=""localLink"" href=""http://schema.org/gtin12"">gtin12</a>, <a class=""localLink"" href=""http://schema.org/gtin13"">gtin13</a>, and <a class=""localLink"" href=""http://schema.org/gtin14"">gtin14</a> properties. The GS1 <a href=""https://www.gs1.org/standards/Digital-Link/"">digital link specifications</a> express GTINs as URLs. A correct <a class=""localLink"" href=""http://schema.org/gtin"">gtin</a> value should be a valid GTIN, which means that it should be an all-numeric string of either 8, 12, 13 or 14 digits, or a ""GS1 Digital Link"" URL based on such a string. The numeric component should also have a <a href=""https://www.gs1.org/services/check-digit-calculator"">valid GS1 check digit</a> and meet the other rules for valid GTINs. See also <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1's GTIN Summary</a> and <a href=""https://en.wikipedia.org/wiki/Global_Trade_Item_Number"">Wikipedia</a> for more details. Left-padding of the gtin values is not required or encouraged.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/hasCategoryCode","hasCategoryCode","A Category code contained in this code set.","http://schema.org/hasDefinedTerm","","","http://schema.org/CategoryCodeSet","http://schema.org/CategoryCode","","",""
"http://schema.org/hasCredential","hasCredential","A credential awarded to the Person or Organization.","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/EducationalOccupationalCredential","","",""
"http://schema.org/hasDefinedTerm","hasDefinedTerm","A Defined Term contained in this term set.","http://schema.org/hasPart","","http://schema.org/hasCategoryCode","http://schema.org/DefinedTermSet","http://schema.org/DefinedTerm","","",""
"http://schema.org/hasProductReturnPolicy","hasProductReturnPolicy","Indicates a ProductReturnPolicy that may be applicable.","","","","http://schema.org/Organization, http://schema.org/Product","http://schema.org/ProductReturnPolicy","","",""
"http://schema.org/healthPlanCoinsuranceOption","healthPlanCoinsuranceOption","Whether the coinsurance applies before or after deductible, etc. TODO: Is this a closed set?","","","","http://schema.org/HealthPlanCostSharingSpecification","http://schema.org/Text","","",""
"http://schema.org/healthPlanCoinsuranceRate","healthPlanCoinsuranceRate","Whether The rate of coinsurance expressed as a number between 0.0 and 1.0.","","","","http://schema.org/HealthPlanCostSharingSpecification","http://schema.org/Number","","",""
"http://schema.org/healthPlanCopay","healthPlanCopay","Whether The copay amount.","","","","http://schema.org/HealthPlanCostSharingSpecification","http://schema.org/PriceSpecification","","",""
"http://schema.org/healthPlanCopayOption","healthPlanCopayOption","Whether the copay is before or after deductible, etc. TODO: Is this a closed set?","","","","http://schema.org/HealthPlanCostSharingSpecification","http://schema.org/Text","","",""
"http://schema.org/healthPlanCostSharing","healthPlanCostSharing","Whether The costs to the patient for services under this network or formulary.","","","","http://schema.org/HealthPlanFormulary, http://schema.org/HealthPlanNetwork","http://schema.org/Boolean","","",""
"http://schema.org/healthPlanDrugOption","healthPlanDrugOption","TODO.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/Text","","",""
"http://schema.org/healthPlanDrugTier","healthPlanDrugTier","The tier(s) of drugs offered by this formulary or insurance plan.","","","","http://schema.org/HealthInsurancePlan, http://schema.org/HealthPlanFormulary","http://schema.org/Text","","",""
"http://schema.org/healthPlanId","healthPlanId","The 14-character, HIOS-generated Plan ID number. (Plan IDs must be unique, even across different markets.)","","","","http://schema.org/HealthInsurancePlan","http://schema.org/Text","","",""
"http://schema.org/healthPlanMarketingUrl","healthPlanMarketingUrl","The URL that goes directly to the plan brochure for the specific standard plan or plan variation.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/URL","","",""
"http://schema.org/healthPlanNetworkId","healthPlanNetworkId","Name or unique ID of network. (Networks are often reused across different insurance plans).","","","","http://schema.org/HealthPlanNetwork, http://schema.org/MedicalOrganization","http://schema.org/Text","","",""
"http://schema.org/healthPlanNetworkTier","healthPlanNetworkTier","The tier(s) for this network.","","","","http://schema.org/HealthPlanNetwork","http://schema.org/Text","","",""
"http://schema.org/healthPlanPharmacyCategory","healthPlanPharmacyCategory","The category or type of pharmacy associated with this cost sharing.","","","","http://schema.org/HealthPlanCostSharingSpecification","http://schema.org/Text","","",""
"http://schema.org/holdingArchive","holdingArchive","<a class=""localLink"" href=""http://schema.org/ArchiveOrganization"">ArchiveOrganization</a> that holds, keeps or maintains the <a class=""localLink"" href=""http://schema.org/ArchiveComponent"">ArchiveComponent</a>.","","","","http://schema.org/ArchiveComponent","http://schema.org/ArchiveOrganization","http://schema.org/archiveHeld","",""
"http://schema.org/inCodeSet","inCodeSet","A <a class=""localLink"" href=""http://schema.org/CategoryCodeSet"">CategoryCodeSet</a> that contains this category code.","http://schema.org/inDefinedTermSet","","","http://schema.org/CategoryCode","http://schema.org/CategoryCodeSet, http://schema.org/URL","","",""
"http://schema.org/inDefinedTermSet","inDefinedTermSet","A <a class=""localLink"" href=""http://schema.org/DefinedTermSet"">DefinedTermSet</a> that contains this term.","http://schema.org/isPartOf","","http://schema.org/inCodeSet","http://schema.org/DefinedTerm","http://schema.org/DefinedTermSet, http://schema.org/URL","","",""
"http://schema.org/inStoreReturnsOffered","inStoreReturnsOffered","Are in-store returns offered?","","","","http://schema.org/ProductReturnPolicy","http://schema.org/Boolean","","",""
"http://schema.org/includedInHealthInsurancePlan","includedInHealthInsurancePlan","The insurance plans that cover this drug.","","","","http://schema.org/Drug","http://schema.org/HealthInsurancePlan","","",""
"http://schema.org/includesAttraction","includesAttraction","Attraction located at destination.","","","","http://schema.org/TouristDestination","http://schema.org/TouristAttraction","","",""
"http://schema.org/includesHealthPlanFormulary","includesHealthPlanFormulary","Formularies covered by this plan.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/HealthPlanFormulary","","",""
"http://schema.org/includesHealthPlanNetwork","includesHealthPlanNetwork","Networks covered by this plan.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/HealthPlanNetwork","","",""
"http://schema.org/ineligibleRegion","ineligibleRegion","The ISO 3166-1 (ISO 3166-1 alpha-2) or ISO 3166-2 code, the place, or the GeoShape for the geo-political region(s) for which the offer or delivery charge specification is not valid, e.g. a region where the transaction is not allowed.<br/><br/><br/><br/>See also <a class=""localLink"" href=""http://schema.org/eligibleRegion"">eligibleRegion</a>.","","","","http://schema.org/ActionAccessSpecification, http://schema.org/DeliveryChargeSpecification, http://schema.org/Demand, http://schema.org/Offer","http://schema.org/GeoShape, http://schema.org/Place, http://schema.org/Text","","",""
"http://schema.org/isAcceptingNewPatients","isAcceptingNewPatients","Whether the provider is accepting new patients.","","","","http://schema.org/MedicalOrganization","http://schema.org/Boolean","","",""
"http://schema.org/itemLocation","itemLocation","Current location of the item.","http://schema.org/location","","","http://schema.org/ArchiveComponent","http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text","","",""
"http://schema.org/itinerary","itinerary","Destination(s) ( <a class=""localLink"" href=""http://schema.org/Place"">Place</a> ) that make up a trip. For a trip where destination order is important use <a class=""localLink"" href=""http://schema.org/ItemList"">ItemList</a> to specify that order (see examples).","","","","http://schema.org/Trip","http://schema.org/ItemList, http://schema.org/Place","","",""
